"Age, ka","Elevation, m"
1726,-44.1
1728,-31.6
1730,-19.1
1732,-24.9
1734,-22.5
1736,2.5
1738,-44.3
1740,-91.2
1742,-78.8
1744,-55.7
1746,-36.4
1748,-86.4
1750,-43.7
1752,-0.9
1754,-58.1
1756,-9.5
1758,18.6
1760,46.7
1762,37.9
1764,28.9
1766,4.9
1768,23.2
1770,1.1
1772,3.5
1774,5.9
1776,2
1778,10.2
1780,18.4
1782,-10.5
1784,-39.3
1786,-40.8
1788,-42.2
1790,-67.2
1792,-92.2
1794,-95.1
1796,-33.1
1798,-61.4
1800,-36.9
1802,-16.2
1804,-29.9
1806,-43.7
1808,-25.9
1810,-33.6
1812,-7.6
1814,-6.6
1816,-7.6
1818,-20.1
1820,-30.7
1822,-22.5
1824,-14.3
1826,-25.9
1828,-7.6
1830,-124.9
1832,-18.8
1834,-22.7
1836,-26.5
1838,-86.4
1840,-65.3
1842,-100.9
1844,-67.5
1846,-55.2
1848,-45.1
1850,-38.8
1852,-25.9
1854,-47
1856,-11
1858,-27.3
1860,-38.1
1862,-54.7
1864,-69.1
1866,-23.9
1868,-32.6
1870,-19.1
1872,-40.3
1874,-27.1
1876,-26.5
1878,-25.9
1880,-6.2
1882,-24.4
1884,-9.5
1886,-4.7
1888,-17.2
1890,3
1892,-8.1
1894,5.4
1896,-18.7
1898,-22.3
1900,-41.2
1902,-46.1
1904,-50.9
1906,-75.9
1908,-86.4
1910,-62.4
1912,-52.8
1914,-47
1916,-48.3
1918,-49.4
1920,-71.1
1922,-20.1
1924,-32.3
1926,-44.6
1928,-37.4
1930,-14.3
1932,-12.4
1934,-8.6
1936,-2.8
1938,-7.1
1940,-35.5
1942,-4.7
1944,-17.4
1946,-30.2
1948,-47
1950,-74.9
1952,-80.4
1954,-32.6
1956,-36.4
1958,-25.2
1960,-29.4
1962,-40.8
1964,-25.9
1966,-24.9
1968,-21.5
1970,-6.6
1972,11.6
1974,9.7
1976,9.7
1978,-1.8
1980,-12.5
1982,-23.3
1984,-33.9
1986,-44.6
1988,-119.1
1990,-50.9
1992,-52.8
1994,-70.1
1996,-21.1
1998,-57.6
2000,-28.8
2002,-55.7
2004,-33.6
2006,-20.1
2008,-23.5
2010,-12.4
2012,-41.7
2014,-39.3
2016,2.7
2018,-2.8
2020,-0.9
2022,12.6
2024,23.2
2026,3
2028,8.1
2030,-14.8
2032,-4.2
2034,-35.5
2036,-35.5
2038,-38.7
2040,-48
2042,-35.8
2044,-1.8
2046,-0.4
2048,1.1
2050,-15.8
2052,-8.6
2054,2
2056,11.2
2058,-13.4
2060,-24.6
2062,-67.2
2064,-38.4
2066,-73
2068,-78.8
2070,-79.2
2072,-92.2
2074,-70.6
2076,-69.1
2078,-50.9
2080,-74.4
2082,-50.9
2084,-60.5
2086,-44.1
2088,-63.4
2090,-1.8
2092,-8.6
2094,-23.7
2096,-10
2098,-0.9
2100,28.9
2102,11.6
2104,3.2
2106,-5.2
2108,-35.5
2110,-15.8
2112,-17.4
2114,-19.1
2116,-11.9
2118,0.8
2120,-8.7
2122,-18.2
2124,-14.8
2126,-20.1
2128,-43.2
2130,-43.5
2132,-23.3
2134,-3.1
2136,21.2
2138,34.7
2140,62.3
2142,9.7
2144,-9.5
2146,-29.7
2148,-42.2
2150,-80.7
2152,-104.7
2154,-86.4
2156,-89
2158,-85.5
2160,-72.3
2162,-68.8
2164,-79.7
2166,-59
2168,-51.3
2170,-52.8
2172,-33.6
2174,-39.8
2176,-31.6
2178,-5.7
2180,-11.4
2182,-6.9
2184,-2.3
2186,17.7
2188,7.1
2190,-3.5
2192,80.9
2194,-15.8
2196,-59.5
2198,-34.5
2200,-51.3
2202,-62.4
2204,-41
2206,-46.1
2208,-35.8
2210,-4.7
2212,-6.2
2214,-7.6
2216,2
2218,-5.2
2220,-12.4
2222,-46.1
2224,-15.3
2226,8.8
2228,-4
2230,21.7
2232,0.3
2234,-16
2236,-38.8
2238,-47.5
2240,-66.9
2242,-83.6
2244,-48
2246,-41.9
2248,-21.1
2250,7.3
2252,-9.3
2254,-25.9
2256,41.4
2258,25.1
2260,27.5
2262,10.7
2264,-7.1
2266,20.3
2268,21.2
2270,22.2
2272,-29.7
2274,-27.8
2276,-26.3
2278,-24.9
2280,-69.1
2282,-55.4
2284,-37.4
2286,-48
2288,-52.8
2290,-43.2
2292,-4.7
2294,-0.9
2296,3
2298,28.5
2300,10.7
2302,23.8
2304,69.3
2306,5.9
2308,-30.7
2310,-7.6
2312,15.5
2314,-5.4
2316,-26.3
2318,-28.5
2320,-30.5
2322,-32.6
2324,-26.8
2326,-21.1
2328,-15.3
2330,-18.7
2332,-22
2334,-15.3
2336,-28.1
2338,-29.4
2340,-23.9
2342,-10.8
2344,11.6
2346,9
2348,20.3
2350,21.2
2352,21.2
2354,8.8
2356,-6.2
2358,-21.1
2360,-55.7
2362,-5.7
2364,-12.9
2366,-20.1
2368,-29.7
2370,-48
2372,-36.5
2374,-25.2
2376,-13.8
2378,-2.3
2380,13.4
2382,28.9
2384,24.6
2386,20.3
2388,16
2390,11.6
2392,7.3
2394,17.9
2396,28.5
2398,63.6
2400,-8.1
2402,-9.5
2404,-21.1
2406,-26.8
2408,-32.6
2410,0.1
2412,9.7
2414,17.4
2416,25.1
2418,28
2420,-9.5
2422,-1.8
2424,4.6
2426,-1.8
2428,-15.6
2430,-39.8
2432,-76.8
2434,-71.1
2436,-78.8
2438,-83.6
2440,-48
2442,-27.8
2444,-56.6
2446,-28.5
2448,-1.3
2450,-34.5
2452,-13.4
2454,7.8
2456,19.8
2458,27
2460,33.8
2462,3.9
2464,16.4
2466,17.4
2468,52
2470,25.1
2472,-23.9
2474,-27.8
2476,-31.6
2478,-22
2480,-54.4
2482,-83.6
2484,-85.5
2486,-114.3
2488,-81.2
2490,-53.3
2492,-53.8
2494,-33.1
2496,-26.1
2498,-19.1
2500,-6.2
2502,-5.6
2504,-5
2506,-16.2
2508,-19.6
2510,14.5
2512,-36.4
2514,-90.8
2516,-72
2518,-85.5
2520,-98.9
2522,-88.7
2524,-81.3
2526,-73.9
2528,-83.1
2530,-68.8
2532,-54.7
2534,-39.6
2536,-28.8
2538,8.3
2540,45.3
2542,53
2544,41
2546,28.9
2548,2
2550,6.8
2552,-4.7
2554,-9.5
2556,-6.6
2558,-0.9
2560,-37.4
2562,-17.7
2564,-14.3
2566,-11
2568,4.9
2570,-19.1
2572,-19.1
2574,21.2
2576,16
2578,36.9
2580,12.6
2582,19
2584,24.1
2586,23.7
2588,7.3
2590,-4.7
2592,-31.6
2594,-34.5
2596,-4.4
2598,-27.1
2600,-21.1
2602,-19.1
2604,-44.4
2606,-55.7
2608,-20.3
2610,-19.4
2612,-18.5
2614,2
2616,3
2618,26.1
2620,18.4
2622,-7.9
2624,34.2
2626,43.4
2628,31.2
